serviceCharge,picturecount,pricetrend,livingSpace,baseRentRange,noRooms,noRoomsRange,livingSpaceRange,totalRent
200.0,5,-0.18,85.0,3,2,2,4,666.0
250.0,3,4.08,123.5,6,4,4,6,1230.0
200.0,9,3.62,83.5,7,2,2,4,1250.0
507.2,23,2.34,202.88,8,5,5,7,2333.12
100.0,12,0.19,40.58,1,2,2,1,315.0
138.0,7,7.14,91.2,6,3,3,4,1109.6
100.0,1,-0.31,55.0,2,2,2,2,425.0
146.0,3,3.32,65.95,2,3,3,3,542.0
150.0,11,3.54,110.0,7,4,4,5,1550.0
140.0,4,2.78,68.91,2,3,3,3,460.0
115.0,8,0.75,50.85,1,2,2,2,390.0
141.0,3,3.67,61.85,2,3,3,3,590.84
270.0,6,3.02,83.0,4,4,4,4,870.0
110.0,20,2.68,95.6,3,4,4,4,595.0
120.0,15,3.57,64.55,3,3,3,3,610.0
77.5,10,6.06,34.0,1,1,1,1,357.5
60.0,7,1.61,41.73,1,2,2,2,350.0
95.0,24,4.11,74.0,3,2,2,3,620.0
106.0,3,2.84,54.61,2,3,3,2,416.0
170.0,4,3.51,130.0,5,3,3,6,810.0
85.0,5,4.7,81.83,6,3,3,4,1032.0
170.0,8,4.6,67.24,5,3,3,3,850.0
60.0,14,1.35,58.81,2,2,2,2,545.0
114.0,10,1.9,57.92,5,2,2,2,859.62
100.0,7,10.75,65.26,7,2,2,3,1400.0
220.0,10,3.13,106.0,5,3,3,5,900.0
0.0,17,6.25,100.0,8,2,2,4,1950.0
137.0,14,2.86,67.1,5,2,2,3,948.0
0.0,5,1.67,35.0,6,1,1,1,835.0
200.0,8,4.19,82.12,5,3,3,4,980.0
118.0,4,4.02,59.44,3,3,3,2,598.0
56.0,6,1.37,64.27,2,3,3,3,516.0
216.95,5,5.31,65.31,5,2,2,3,846.65
350.0,11,1.71,90.0,4,3,3,4,950.0
55.0,10,1.34,46.12,1,2,2,2,345.0
170.0,21,4.17,66.67,4,3,3,3,770.0
130.0,2,0.36,63.37,2,2,2,3,470.0
175.0,6,2.64,66.69,2,3,3,3,540.0
70.0,7,4.24,23.34,1,1,1,1,269.0
83.0,7,2.69,62.88,4,2,2,3,660.07
220.0,12,2.29,100.0,3,3,3,4,720.0
77.0,6,8.97,60.0,5,2,2,2,922.0
111.59,10,3.85,53.91,1,2,2,2,381.14
405.0,23,6.88,178.0,9,4,4,7,3755.0
126.0,8,4.2,64.94,4,3,3,3,715.0
150.0,0,2.93,53.0,2,2,2,2,500.0
132.0,9,2.22,57.0,1,2,2,2,358.0
170.77,39,4.0,74.25,2,3,3,3,490.05
290.0,41,7.02,105.0,7,5,5,5,1620.0
140.0,4,0.56,61.0,2,3,3,3,488.0
76.86,12,4.08,59.12,2,2,2,2,496.61
74.0,5,3.06,28.3,2,1,1,1,414.0
118.0,6,4.28,47.0,4,1,1,2,735.3
135.0,11,3.34,77.5,3,3,3,3,675.0
240.0,12,4.79,94.37,6,3,3,4,1155.0
180.0,21,4.48,165.0,6,5,5,7,1040.0
130.0,5,3.28,52.96,2,2,2,2,520.0
125.0,6,4.92,95.29,5,3,3,4,1000.0
350.0,6,2.45,98.0,5,3,3,4,1086.0
110.0,19,7.08,38.0,4,1,1,1,620.0
157.89,4,3.54,45.0,5,2,2,2,984.54
138.54,4,2.37,69.49,5,2,2,3,820.16
130.0,5,1.46,66.0,2,2,2,3,470.0
140.0,7,5.9,46.2,1,1,1,2,440.0
140.0,6,4.32,68.1,2,2,2,3,535.0
210.0,19,3.17,183.0,7,5,5,7,1884.0
43.0,6,1.91,56.03,1,3,3,2,328.0
160.0,15,3.81,65.86,5,2,2,3,850.0
100.0,13,4.46,104.0,6,3,3,5,1140.0
110.0,9,5.71,49.0,5,1,1,2,830.0
40.0,2,2.01,40.0,1,1,1,1,330.0
95.0,11,4.42,50.0,3,2,2,2,595.0
205.0,10,5.36,96.0,7,3,3,4,1420.0
170.0,8,0.69,64.12,1,3,3,3,470.0
164.38,26,1.82,82.19,3,2,2,4,591.77
70.0,8,2.76,57.0,1,3,3,2,435.0
228.0,8,0.0,83.79,2,4,4,4,598.0
150.0,5,2.54,42.0,1,1,1,2,450.0
110.0,7,3.95,47.0,3,2,2,2,560.0
150.0,0,4.35,70.11,4,2,2,3,750.0
170.0,13,3.11,58.0,5,2,2,2,900.0
250.0,11,1.52,84.0,6,2,2,4,1090.0
90.0,14,7.69,36.0,5,1,1,1,880.0
108.0,19,6.33,50.5,3,2,2,2,523.0
44.0,10,1.93,39.4,1,1,1,1,280.0
77.0,7,6.52,39.17,2,3,3,1,498.95
50.0,7,1.75,43.4,1,2,2,2,320.0
280.0,10,3.24,112.0,6,2,2,5,1120.0
46.0,10,1.69,57.48,1,3,3,2,374.0
80.0,12,0.21,40.5,1,1,1,1,300.0
150.0,11,4.08,72.0,4,3,3,3,770.0
180.0,4,2.78,60.0,3,2,2,2,670.0
200.0,4,2.11,91.0,7,3,3,4,1650.0
200.0,7,5.17,80.11,7,2,2,3,1225.0
175.0,7,4.84,90.0,6,3,3,4,1125.0
170.0,5,0.54,91.0,4,4,4,4,766.0
150.0,9,2.95,62.0,3,2,2,3,600.0
185.0,2,1.38,64.2,4,2,2,3,700.0
205.52,8,9.89,70.87,7,2,2,3,1410.31
165.0,12,3.86,50.0,5,2,2,2,915.0
140.0,15,2.08,61.0,2,3,3,3,480.0
133.0,11,0.19,64.52,1,2,2,3,412.0
150.0,8,2.72,64.31,2,4,4,3,455.0
180.0,5,1.32,58.06,1,2,2,2,476.0
114.0,8,4.12,49.08,2,3,3,2,550.0
111.0,17,1.96,48.14,1,2,2,2,376.0
170.0,29,4.37,103.0,7,3,3,5,1303.0
130.0,17,5.8,29.0,5,1,1,1,820.0
250.0,13,3.89,104.0,6,3,3,5,1145.0
120.0,11,0.38,72.44,2,3,3,3,560.0
74.0,6,3.42,72.05,4,2,2,3,657.29
120.0,8,5.04,54.0,4,2,2,2,710.0
216.5,12,2.7,99.12,5,3,3,4,960.3
115.0,9,0.0,57.0,2,2,2,2,515.0
237.0,8,5.76,74.0,7,2,2,3,1436.0
154.36,5,8.75,51.03,4,1,1,2,675.6
170.0,6,0.57,68.0,2,3,3,3,510.0
184.62,14,7.04,111.89,8,3,3,5,1784.54
130.0,18,4.54,41.0,4,2,2,2,680.0
500.0,20,1.49,141.0,8,4,4,6,2200.0
280.07,9,3.99,94.94,6,4,4,4,1277.07
150.0,11,0.0,70.4,1,3,3,3,439.56
250.0,14,3.08,107.16,7,3,3,5,1430.0
130.0,1,3.38,69.0,2,2,2,3,510.0
185.0,12,5.73,68.84,6,2,2,3,1009.0
75.0,11,4.86,49.6,3,1,1,2,557.0
110.0,11,2.92,73.0,5,2,2,3,1019.0
125.0,16,6.15,55.0,2,1,1,2,435.0
400.0,10,8.97,130.0,9,3,3,6,2815.0
190.0,11,5.04,83.0,5,2,2,4,980.0
98.0,4,3.96,49.0,3,2,2,2,588.0
180.0,6,0.61,86.0,2,3,3,4,525.0
160.0,21,-1.96,82.0,3,3,3,4,660.0
150.0,27,3.96,70.0,6,2,2,3,1150.0
102.0,11,1.79,70.65,2,4,4,3,554.0
125.0,14,6.58,42.24,3,1,1,2,675.0
42.0,10,1.48,116.24,5,4,4,5,940.32
110.0,12,2.96,40.65,1,1,1,1,450.0
105.0,2,0.0,45.44,1,2,2,2,310.0
150.0,3,3.69,110.0,5,5,5,5,900.0
65.0,7,1.37,54.3,2,2,2,2,467.0
130.0,1,5.95,76.9,5,3,3,3,969.0
102.0,9,4.76,63.23,2,2,2,3,535.0
143.0,7,2.97,70.0,2,2,2,3,507.0
60.0,15,4.38,62.0,8,2,2,3,1990.0
45.0,9,0.0,35.23,1,1,1,1,255.0
180.0,10,1.89,97.0,4,3,3,4,730.0
492.0,10,4.47,281.0,8,5,5,7,2192.0
410.0,20,6.32,123.0,7,3,3,6,1860.0
180.0,8,3.23,78.0,4,3,3,3,780.0
120.0,11,6.35,33.0,1,1,1,1,400.0
55.0,3,4.77,55.0,5,2,2,2,886.0
121.9,11,2.63,60.95,2,3,3,2,537.13
80.0,13,4.45,39.3,1,1,1,1,315.0
160.0,8,3.33,76.0,3,2,2,3,655.0
140.0,2,0.78,53.71,1,3,3,2,440.0
196.2,1,3.32,109.0,5,3,3,5,896.2
150.0,24,4.47,53.0,5,2,2,2,980.0
50.0,11,2.39,53.0,2,2,2,2,500.0
130.0,10,4.83,64.0,5,2,2,3,840.0
245.0,14,3.26,82.2,6,3,3,4,1170.0
140.0,16,3.33,136.0,6,3,3,6,1170.0
250.0,11,6.21,110.0,9,3,3,5,3500.0
80.0,22,3.45,46.0,2,2,2,2,385.0
110.0,10,3.51,83.0,3,3,3,4,560.0
298.0,3,5.98,80.31,5,3,3,3,940.5
240.0,6,6.21,87.13,8,3,3,4,2190.0
108.9,10,2.53,99.0,3,3,3,4,712.8
186.0,12,5.31,68.0,5,2,2,3,900.0
175.0,4,2.47,40.0,2,1,1,1,570.0
250.0,4,2.22,66.0,6,2,2,3,1200.0
120.0,17,4.65,61.2,5,2,2,3,770.0
100.0,20,4.81,80.0,2,3,3,3,480.0
170.0,8,3.33,82.8,3,3,3,4,630.0
88.0,19,0.58,72.0,2,4,4,3,547.31
70.0,5,2.53,54.55,1,2,2,2,370.0
60.0,8,3.74,35.02,1,1,1,1,350.0
220.0,7,3.13,78.72,4,3,3,3,767.0
73.0,8,2.4,60.77,2,3,3,2,461.0
95.0,8,0.0,44.12,1,2,2,2,265.0
182.0,10,1.62,86.0,4,3,3,4,821.0
235.0,12,2.6,90.0,7,3,3,4,1371.0
80.0,19,-1.21,81.0,7,3,3,4,1280.0
130.11,10,4.38,86.57,7,3,3,4,1376.41
110.0,19,3.7,61.0,1,2,2,3,410.0
134.85,11,1.19,58.79,1,2,2,2,399.4
105.0,3,2.66,91.28,3,4,4,4,619.0
263.0,10,10.38,62.5,4,2,2,3,828.0
85.0,11,3.17,65.0,2,2,2,3,465.0
100.0,1,1.61,66.26,3,3,3,3,694.0
70.0,10,4.35,78.0,4,3,3,3,730.0
150.0,1,3.83,73.0,4,3,3,3,720.0
150.0,11,3.7,86.0,6,3,3,4,1000.0
148.0,7,3.13,71.37,2,3,3,3,498.0
25.0,8,1.22,46.0,1,3,3,2,307.0
100.0,8,3.8,40.13,1,1,1,1,350.0
250.0,14,4.33,90.0,4,3,3,4,770.0
160.0,7,2.71,70.0,3,3,3,3,615.0
258.01,11,3.89,107.5,6,4,4,5,1064.26
140.0,13,1.39,67.93,2,3,3,3,510.0
120.0,14,3.27,107.0,6,4,4,5,1010.0
150.0,7,4.93,130.0,7,5,5,6,1200.0
225.0,2,4.7,76.0,5,3,3,3,975.0
267.7,8,3.32,107.08,7,3,3,5,1627.32
114.0,10,3.57,76.0,2,3,3,3,509.0
80.0,9,3.79,25.53,1,1,1,1,299.0
152.0,6,1.69,76.0,3,3,3,3,608.0
130.0,9,2.65,50.13,3,1,1,2,549.0
50.0,12,1.85,80.0,3,3,3,3,600.0
210.0,15,5.0,94.0,5,3,3,4,850.0
100.0,10,3.08,51.54,3,2,2,2,520.0
190.0,8,3.28,114.0,5,3,3,5,850.0
125.0,7,4.65,43.67,2,2,2,2,515.0
102.0,7,-0.67,22.03,1,1,1,1,322.0
140.0,22,0.32,110.0,5,4,4,5,880.0
154.0,3,4.99,68.0,3,2,2,3,630.0
150.0,1,4.47,100.0,7,4,4,4,1200.0
100.0,6,4.72,44.0,3,1,1,2,540.0
140.0,0,5.07,77.8,4,3,3,3,690.0
100.0,14,4.23,60.0,4,2,2,2,690.0
200.0,15,4.04,89.28,5,3,3,4,895.0
135.0,7,3.03,61.29,5,2,2,3,883.0
150.0,24,4.17,107.0,8,3,3,5,1950.0
500.0,26,6.62,150.94,8,5,5,6,2415.8
87.0,6,3.39,43.48,2,1,1,2,487.0
100.0,2,1.61,34.83,1,1,1,1,300.0
185.0,7,1.67,77.73,3,2,2,3,599.0
84.1,3,3.85,76.45,5,2,2,3,848.6
60.0,8,4.06,59.0,2,2,2,2,495.0
20.0,20,1.67,49.0,1,2,2,2,375.0
200.0,21,5.6,66.0,7,2,2,3,1450.0
90.0,17,1.82,63.0,2,2,2,3,536.0
140.0,20,6.55,86.24,7,3,3,4,1720.0
200.0,11,2.99,81.0,5,3,3,4,808.97
51.0,14,3.07,47.54,2,2,2,2,405.0
75.0,4,2.3,35.05,1,2,2,1,295.0
160.0,15,4.75,72.0,3,2,2,3,629.0
80.0,1,2.08,70.0,1,2,2,3,380.0
200.0,13,5.39,125.5,8,4,4,6,2160.0
60.0,12,4.05,26.0,2,1,1,1,380.0
184.0,9,7.49,61.63,6,3,3,3,1034.0
100.0,3,3.95,32.0,2,1,1,1,495.0
146.52,9,0.69,41.58,1,2,2,2,386.52
130.0,3,1.79,105.0,5,3,3,5,760.0
0.0,16,6.54,48.0,6,2,2,2,990.0
100.0,8,5.25,85.0,3,4,4,4,690.0
170.0,6,1.02,68.6,2,3,3,3,550.0
140.0,7,4.62,35.0,3,2,2,1,620.0
180.0,5,3.55,120.0,5,5,5,5,830.0
180.0,16,3.3,72.0,3,2,2,3,640.0
264.0,20,1.43,88.0,6,3,3,4,1115.84
79.0,13,4.02,49.0,2,2,2,2,499.0
140.0,5,1.7,69.63,2,3,3,3,523.0
146.41,7,1.59,69.72,2,2,2,3,529.87
290.0,3,0.0,125.0,5,5,5,6,1060.0
195.0,6,3.46,49.5,2,2,2,2,520.0
42.07,13,2.17,32.36,1,1,1,1,226.52
100.5,12,-0.95,76.14,3,3,3,3,578.66
150.0,5,3.16,56.29,5,2,2,2,840.0
250.0,12,5.23,55.0,7,2,2,2,1600.0
140.0,0,7.59,65.0,4,2,2,3,660.0
110.0,6,3.84,32.0,2,1,1,1,430.0
167.44,2,1.75,76.61,3,3,3,3,656.09
100.0,9,3.82,65.0,4,3,3,3,645.0
0.0,10,2.99,116.0,7,3,3,5,1300.0
175.0,16,4.39,70.0,6,2,2,3,1015.0
65.0,10,3.87,64.0,2,2,2,3,415.0
0.0,9,1.67,70.0,7,3,3,3,1195.0
48.0,8,2.08,32.0,1,1,1,1,325.0
240.0,3,4.42,92.0,6,3,3,4,1065.0
160.0,13,4.99,94.0,5,3,3,4,885.0
95.0,7,4.21,67.15,2,2,2,3,450.0
127.0,5,-0.18,63.3,2,3,3,3,495.0
174.0,13,2.08,82.0,3,3,3,4,599.0
120.0,15,2.61,66.0,5,2,2,3,780.0
74.0,8,3.85,45.71,2,3,3,2,462.68
280.0,13,4.32,114.95,7,4,4,5,1400.0
150.0,16,4.84,84.0,5,2,2,4,770.0
150.0,12,4.42,50.0,4,2,2,2,725.0
50.0,6,2.84,26.32,1,1,1,1,330.0
130.0,10,4.76,74.0,3,2,2,3,830.0
63.0,7,3.96,31.36,1,1,1,1,361.7
70.0,6,4.79,54.0,2,2,2,2,500.0
0.0,6,2.86,75.0,4,3,3,3,640.0
0.0,27,8.55,100.0,8,4,4,4,1990.0
295.0,17,4.77,119.0,7,3,3,5,1485.0
175.0,10,0.56,76.67,2,3,3,3,545.0
190.0,1,0.21,85.5,2,3,3,4,540.0
186.0,16,4.65,70.08,5,3,3,3,809.72
33.0,5,1.64,24.6,1,1,1,1,200.0
300.0,14,8.12,117.0,7,3,3,5,1400.0
45.0,11,1.26,56.0,1,2,2,2,395.0
155.0,1,2.34,75.0,2,3,3,3,530.0
130.0,9,4.22,50.0,4,2,2,2,680.0
70.0,4,0.37,57.82,1,2,2,2,309.0
225.5,2,1.85,90.37,3,4,4,4,650.0
150.0,9,1.56,108.25,5,3,3,5,800.0
85.0,3,3.33,74.0,4,3,3,3,705.0
100.0,7,3.39,160.0,5,5,5,7,1040.0
150.0,7,2.56,49.0,2,2,2,2,500.0
90.0,14,3.1,90.0,7,3,3,4,1280.0
190.0,9,4.0,94.0,5,3,3,4,990.0
100.0,15,2.86,40.0,3,2,2,1,550.0
110.0,8,3.46,81.18,7,3,3,4,1195.0
100.0,4,9.64,67.82,5,2,2,3,799.0
195.0,8,4.27,70.0,5,2,2,3,900.0
100.0,5,4.69,80.0,2,2,2,3,584.0
80.0,14,3.36,55.0,2,2,2,2,530.0
203.0,16,1.66,83.0,3,3,3,4,650.0
157.0,13,3.99,107.0,7,4,4,5,1197.0
500.0,19,3.06,188.0,8,5,5,7,2475.0
114.0,3,1.76,65.0,2,3,3,3,543.0
88.0,10,-1.89,67.36,2,3,3,3,525.0
87.75,4,3.33,45.0,2,2,2,2,470.25
165.0,7,2.91,43.0,2,2,2,2,475.0
140.0,7,5.66,70.0,2,2,2,3,489.0
110.0,0,4.89,52.0,4,2,2,2,630.0
151.0,10,0.19,65.5,1,3,3,3,446.0
390.0,10,6.1,86.0,6,3,3,4,1390.0
109.0,18,3.43,101.0,6,3,3,5,994.0
155.0,8,3.47,63.25,4,3,3,3,789.01
280.0,13,6.45,204.0,9,5,5,7,4940.0
69.0,9,1.98,56.81,1,3,3,2,342.0
90.0,7,3.13,47.0,2,1,1,2,465.0
105.0,7,5.02,45.09,2,2,2,2,491.18
110.0,6,1.74,64.39,4,3,3,3,691.9
140.0,13,0.8,60.33,2,3,3,2,445.0
170.0,1,3.57,89.61,5,4,4,4,940.0
215.0,5,3.93,85.83,6,3,3,4,1202.05
145.0,12,6.42,85.0,3,3,3,4,605.0
45.0,8,4.35,27.0,4,1,1,1,585.0
80.0,2,2.64,110.0,7,3,3,5,1180.0
180.0,14,4.84,67.0,3,3,3,3,600.0
100.0,12,3.59,95.0,5,4,4,4,750.0
70.0,9,4.29,73.54,1,4,4,3,450.0
150.0,8,3.14,75.0,3,3,3,3,640.0
155.0,2,3.87,88.71,5,3,3,4,815.0
160.6,10,6.9,64.24,6,2,2,3,1284.8
150.0,13,4.53,70.0,4,3,3,3,720.0
200.0,9,3.09,112.0,7,3,3,5,1545.0
120.0,1,4.92,50.88,5,2,2,2,750.0
160.0,3,1.95,87.3,4,3,3,4,700.0
242.0,24,10.25,91.0,7,3,3,4,1712.0
100.0,1,1.89,75.5,2,3,3,3,512.0
100.0,11,3.17,91.88,2,2,2,4,550.0
152.0,5,3.66,65.71,4,4,4,3,741.0
150.0,19,4.92,60.0,2,2,2,2,550.0
170.0,5,2.72,80.0,6,3,3,3,1070.0
219.86,4,2.15,146.57,8,4,4,6,1967.03
71.0,8,3.72,40.34,2,1,1,1,516.0
100.0,22,2.9,100.0,5,4,4,4,720.0
0.0,11,7.14,54.0,6,2,2,2,895.0
200.0,11,3.13,96.0,7,3,3,4,1600.0
80.0,3,1.52,27.73,3,1,1,1,645.0
140.0,9,-0.2,66.14,2,4,4,3,480.0
145.0,16,4.33,57.4,2,3,3,2,463.5
190.0,26,4.6,76.1,6,2,2,3,1060.0
140.0,1,3.85,57.67,1,2,2,2,500.0
110.0,19,5.1,59.0,5,3,3,2,760.0
145.0,11,2.94,62.0,4,2,2,3,717.0
200.0,10,5.27,110.0,5,4,4,5,950.0
200.0,17,4.26,71.0,5,3,3,3,850.0
180.0,17,2.99,96.0,5,3,3,4,900.0
129.0,6,3.17,69.43,4,3,3,3,756.16
142.0,8,6.85,86.1,5,2,2,4,917.0
143.0,8,3.03,67.32,2,2,2,3,531.0
180.0,10,4.55,100.0,7,3,3,4,1255.0
180.0,8,4.29,83.0,5,3,3,4,844.0
430.0,14,6.15,90.0,7,3,3,4,1500.0
150.0,9,3.96,80.0,2,3,3,3,550.0
70.0,3,8.99,52.18,4,2,2,2,685.0
130.0,6,5.15,80.0,5,3,3,3,820.0
99.62,16,-0.33,62.28,2,3,3,3,498.08
83.0,6,0.0,83.0,3,3,3,4,664.0
130.0,4,0.0,60.04,1,3,3,2,400.18
126.0,15,4.81,55.0,4,3,3,2,676.0
160.0,13,2.18,80.19,3,3,3,3,600.0
200.0,9,4.81,94.0,6,4,4,4,1185.0
130.0,4,2.87,46.99,1,2,2,2,350.0
85.0,6,1.82,63.0,2,2,2,3,470.0
117.0,9,0.76,53.1,1,2,2,2,377.0
107.11,6,1.89,60.57,2,3,3,2,470.53
200.0,10,5.11,54.0,7,2,2,2,1390.0
201.0,16,3.45,87.0,5,3,3,4,810.0
200.0,7,3.45,65.3,2,3,3,3,590.0
118.0,12,6.7,120.0,5,4,4,5,908.0
134.0,6,3.81,76.0,2,3,3,3,603.0
0.0,29,5.88,62.0,8,2,2,3,1800.0
135.0,19,0.0,63.0,1,2,2,3,425.0
50.0,2,1.67,55.0,1,2,2,2,375.0
448.0,23,8.17,192.2,9,5,5,7,3098.0
310.0,8,3.95,126.0,7,3,3,6,1492.0
110.0,13,2.38,87.5,5,3,3,4,830.0
160.0,16,3.8,69.24,2,3,3,3,526.0
110.0,7,2.94,46.43,1,2,2,2,405.0
100.0,14,1.33,145.0,7,5,5,6,1260.0
127.9,2,3.7,75.2,3,3,3,3,613.98
138.61,9,1.45,49.24,1,2,2,2,399.58
50.0,7,0.53,49.75,2,2,2,2,445.0
110.0,7,5.42,60.32,3,3,3,2,640.0
225.0,14,4.88,87.5,5,3,3,4,970.0
80.0,3,0.0,50.8,1,2,2,2,365.0
130.0,13,4.1,64.0,5,2,2,3,795.0
85.0,2,2.05,36.8,2,1,1,1,398.0
200.0,6,5.88,120.0,8,4,4,5,1800.0
55.0,6,0.19,55.0,1,2,2,2,390.0
340.0,13,2.26,153.0,6,4,4,7,1290.0
140.0,10,5.15,70.0,6,2,2,3,1029.0
90.0,15,1.65,26.04,1,1,1,1,355.0
220.0,5,4.49,83.0,5,2,2,4,915.0
235.0,11,2.77,85.0,3,4,4,4,705.0
287.92,7,7.49,117.52,8,3,3,5,1956.71
37.45,9,2.17,47.41,1,2,2,2,305.0
114.0,9,0.72,57.51,1,2,2,2,342.0
70.0,9,3.54,47.06,2,2,2,2,460.0
150.0,2,5.19,56.0,6,2,2,2,1150.0
156.63,6,2.81,62.65,2,2,2,3,501.21
150.25,10,3.57,45.0,2,1,1,2,517.61
95.0,7,2.48,63.44,2,3,3,3,545.0
450.0,21,4.46,170.0,8,5,5,7,2500.0
84.0,17,-0.4,42.0,1,2,2,2,289.0
130.0,9,3.45,36.0,2,1,1,1,530.0
200.0,20,5.67,115.0,8,4,4,5,1890.0
300.0,14,5.22,32.0,6,1,1,1,1125.0
100.0,10,3.07,61.74,3,2,2,3,560.0
250.0,5,3.94,135.0,8,3,3,6,1850.0
120.0,9,3.44,39.0,2,2,2,1,520.0
163.0,1,2.97,70.0,4,2,2,3,675.95
140.0,15,2.4,73.0,5,2,2,3,930.0
58.78,9,2.34,58.78,1,3,3,2,358.78
152.0,11,5.77,55.8,2,3,3,2,475.0
32.0,6,0.0,32.61,1,1,1,1,213.5
300.0,20,3.85,140.0,7,5,5,6,1350.0
71.0,10,0.0,59.0,1,3,3,2,371.6
110.0,9,1.74,45.0,2,1,1,2,420.0
245.0,9,5.85,134.0,9,3,3,6,2859.0
190.0,16,3.68,49.5,4,2,2,2,790.0
199.0,14,0.69,99.98,3,4,4,4,699.0
111.0,5,2.9,67.0,3,3,3,3,648.0
40.0,6,1.72,46.7,1,2,2,2,350.0
36.0,7,2.97,54.75,1,3,3,2,323.0
180.0,8,0.0,84.0,2,3,3,4,580.0
150.0,12,0.0,68.0,2,3,3,3,520.0
279.0,10,8.23,76.36,5,3,3,3,999.0
147.0,25,0.49,66.75,3,3,3,3,581.0
75.0,0,5.17,55.1,1,2,2,2,400.15
112.0,5,2.87,74.82,2,3,3,3,495.0
70.0,29,3.24,31.55,4,1,1,1,619.0
120.0,19,8.97,91.0,7,3,3,4,1370.0
170.0,12,0.76,73.0,2,3,3,3,529.0
130.0,13,8.79,117.0,7,3,3,5,1599.0
190.0,24,4.11,75.0,6,3,3,3,1055.0
300.0,23,2.08,162.0,7,4,4,7,1353.0
220.0,25,3.95,84.0,5,3,3,4,970.0
175.0,20,3.28,75.0,2,2,2,3,540.0
230.0,30,5.34,102.4,7,4,4,5,1335.0
111.0,6,0.92,70.43,2,4,4,3,605.0
115.0,11,3.92,71.44,2,3,3,3,633.0
150.0,11,1.52,58.0,5,2,2,2,800.0
233.08,7,8.6,116.54,7,3,3,5,1631.56
200.0,30,6.12,35.0,6,1,1,1,1100.0
90.0,9,2.11,71.0,2,2,2,3,445.0
55.0,4,1.92,54.73,1,2,2,2,381.0
219.0,11,4.45,146.0,8,4,4,6,2049.0
125.0,8,4.44,57.64,4,2,2,2,701.4
110.0,2,2.11,72.95,2,3,3,3,600.0
500.0,11,7.38,218.0,9,4,4,7,3555.0
55.0,8,4.69,32.0,1,1,1,1,340.0
85.0,12,5.26,45.0,3,1,1,2,535.0
180.0,10,0.0,83.0,3,3,3,4,595.0
100.0,6,-0.24,63.33,3,3,3,3,575.0
100.0,8,3.18,79.09,3,3,3,3,695.0
330.0,3,8.55,120.0,8,3,3,5,1951.0
70.0,8,7.78,36.1,1,1,1,1,387.28
140.0,15,0.0,66.0,2,2,2,3,490.0
150.0,5,4.16,72.0,4,2,2,3,695.0
260.0,1,4.56,96.0,7,4,4,4,1550.0
200.0,3,1.64,112.65,4,4,4,5,800.0
70.0,3,3.17,33.1,1,1,1,1,280.0
265.0,18,1.89,120.5,5,4,4,5,982.0
272.0,7,3.52,108.8,6,3,3,5,1196.8
380.0,19,4.76,80.0,5,3,3,3,1100.0
160.0,8,2.0,86.0,3,5,5,4,589.0
110.0,5,1.9,56.8,1,3,3,2,390.0
140.0,12,0.36,69.7,2,3,3,3,537.0
200.0,13,3.79,78.24,6,2,2,3,1071.0
78.0,1,3.95,25.0,2,1,1,1,438.0
110.0,14,4.45,48.3,1,2,2,2,370.0
125.0,9,1.06,58.0,2,2,2,2,455.0
155.0,5,1.0,47.0,4,1,1,2,665.0
250.0,16,4.28,77.0,5,3,3,3,930.0
180.0,18,4.01,65.0,4,2,2,3,720.0
199.0,14,5.94,82.5,6,3,3,4,1069.0
185.0,16,4.18,59.9,1,3,3,2,480.0
60.0,1,0.19,78.0,2,3,3,3,450.0
130.0,0,3.33,45.0,1,2,2,2,400.0
120.0,22,5.0,70.0,5,3,3,3,935.0
166.27,3,0.77,51.8,2,2,2,2,495.2
160.0,2,3.34,55.0,2,3,3,2,530.0
128.0,33,8.0,128.0,8,4,4,6,2240.0
400.0,22,4.5,125.0,7,3,3,6,1900.0
250.0,16,4.14,140.0,6,4,4,6,1100.0
65.0,36,0.0,65.0,2,2,2,3,460.0
65.0,10,2.08,71.0,2,3,3,3,470.0
140.0,6,3.36,45.86,1,2,2,2,419.0
141.0,3,3.51,63.57,2,3,3,3,491.0
170.0,12,2.25,68.8,5,2,2,3,858.0
160.0,8,3.03,105.0,5,3,3,5,800.0
120.0,14,3.99,94.0,6,4,4,4,1010.0
180.0,0,3.11,84.0,3,4,4,4,640.0
100.0,5,4.2,69.71,5,2,2,3,890.0
110.0,9,4.48,50.0,1,1,1,2,410.0
300.0,13,2.25,148.0,6,4,4,6,1170.0
100.0,7,1.89,49.27,1,2,2,2,395.0
80.0,28,4.01,35.82,3,1,1,1,510.0
250.0,10,8.89,180.0,9,5,5,7,2540.0
160.0,3,3.1,70.42,2,2,2,3,510.0
130.0,8,4.61,70.0,5,2,2,3,750.0
105.0,7,2.08,53.0,1,2,2,2,370.0
76.0,7,4.3,58.26,3,2,2,2,560.98
121.0,4,4.76,59.99,1,2,2,2,468.34
150.0,22,2.77,125.0,8,4,4,6,1900.0
137.0,1,2.99,61.0,2,2,2,3,501.0
76.0,2,1.43,63.69,1,3,3,3,321.0
100.0,15,3.15,65.0,3,3,3,3,600.0
60.0,8,4.38,63.0,6,2,2,3,1090.0
72.0,2,5.72,55.25,4,2,2,2,696.0
65.0,8,6.93,58.17,6,3,3,2,909.0
150.0,2,5.45,72.75,6,2,2,3,858.0
151.0,8,2.08,85.0,2,4,4,4,495.0
