serviceCharge,picturecount,pricetrend,livingSpace,baseRentRange,noRooms,noRoomsRange,livingSpaceRange,totalRent
60.0,6,8.57,33.0,3,1,1,1,519.0
102.0,23,8.67,72.95,6,2,2,3,1197.0
140.0,12,1.72,80.0,3,3,3,3,630.0
88.0,15,6.01,84.0,6,2,2,4,998.0
153.0,2,1.78,61.12,3,1,1,3,643.0
120.0,7,0.0,60.0,2,3,3,2,427.0
238.0,1,2.33,86.0,5,3,3,4,903.0
140.0,9,0.0,58.0,1,2,2,2,355.0
186.0,17,8.28,74.07,5,2,2,3,879.0
100.0,9,5.37,50.0,3,2,2,2,540.0
170.0,0,3.18,70.0,6,3,3,3,1020.0
50.0,11,5.38,50.0,2,2,2,2,479.0
100.0,12,3.58,76.96,3,4,4,3,599.0
96.0,2,2.17,43.5,1,2,2,2,314.0
135.0,2,0.0,62.5,2,3,3,3,475.0
100.0,10,5.72,32.0,5,1,1,1,750.0
275.0,17,2.6,125.0,6,4,4,6,1125.0
175.0,11,1.69,58.0,3,2,2,2,640.0
65.0,1,1.82,53.0,1,2,2,2,425.0
180.0,8,3.51,77.96,3,3,3,3,680.0
75.0,11,3.7,53.0,2,2,2,2,440.0
100.0,10,3.13,65.0,2,3,3,3,470.0
40.0,5,4.92,30.0,2,1,1,1,470.0
170.0,17,1.69,85.2,3,3,3,4,596.0
130.0,10,3.39,53.22,2,2,2,2,490.0
245.0,15,4.55,114.0,6,4,4,5,1157.0
250.0,8,4.6,110.0,7,3,3,5,1600.0
61.0,9,4.01,61.3,1,3,3,3,444.0
85.0,6,5.17,59.24,5,2,2,2,800.0
133.0,21,5.1,55.0,4,2,2,2,713.0
60.0,9,2.53,61.56,4,2,2,3,650.0
120.0,13,3.28,59.64,2,2,2,2,520.0
110.0,18,0.36,56.0,1,2,2,2,390.0
205.0,8,7.04,58.24,7,2,2,2,1254.0
215.0,1,1.67,70.0,3,3,3,3,625.0
26.0,4,0.0,58.5,1,3,3,2,422.48
105.0,6,3.99,62.24,5,3,3,3,727.4
160.0,12,4.11,73.0,5,3,3,3,910.0
145.0,9,2.63,58.0,3,2,2,2,595.0
130.0,7,3.13,80.0,3,3,3,3,645.0
125.0,15,4.47,80.0,5,3,3,3,815.0
150.0,14,2.12,70.0,2,3,3,3,490.0
60.0,13,1.8,63.0,3,2,2,3,591.0
170.0,11,5.51,63.0,3,2,2,3,641.0
60.0,7,0.86,49.81,1,2,2,2,335.0
113.31,8,1.67,45.7,1,2,2,2,387.51
250.0,15,4.71,88.0,5,3,3,4,970.0
177.6,8,6.67,88.8,7,3,3,4,1376.4
180.0,20,6.22,127.66,9,4,4,6,3060.0
150.0,11,3.55,70.0,3,2,2,3,605.0
125.0,9,4.92,71.25,6,3,3,3,1238.0
150.0,27,5.03,125.0,9,4,4,6,2600.0
84.0,1,1.92,43.01,1,2,2,2,304.0
0.0,21,6.83,60.0,8,2,2,2,1890.0
200.0,13,1.4,120.0,5,5,5,5,820.0
500.0,13,3.52,180.0,7,4,4,7,1700.0
110.0,9,0.74,52.85,1,2,2,2,380.0
52.0,8,2.33,41.4,1,2,2,2,288.0
114.42,7,3.58,54.23,1,2,2,2,406.53
220.0,16,6.25,106.0,8,3,3,5,2210.0
203.3,14,4.66,88.0,6,3,3,4,1202.3
110.0,16,9.26,46.85,6,1,1,2,1100.0
180.0,15,1.16,75.0,5,2,2,3,930.0
405.3,6,4.43,116.0,8,3,3,5,2372.54
80.0,10,2.46,53.0,2,2,2,2,399.0
119.34,5,4.45,79.56,7,2,2,3,1233.21
112.0,5,0.0,46.71,1,2,2,2,351.0
170.0,18,4.11,75.0,1,3,3,3,670.0
60.0,2,8.97,40.0,1,2,2,1,260.0
230.0,0,0.0,110.0,4,4,4,5,780.0
200.0,12,2.77,90.0,7,2,2,4,1550.0
170.0,7,0.37,77.0,2,3,3,3,555.0
80.0,8,4.13,32.0,1,1,1,1,320.0
180.0,11,3.41,60.0,1,2,2,2,430.0
87.15,4,4.69,57.0,1,2,2,2,432.0
150.0,10,0.36,63.0,2,2,2,3,530.0
104.0,2,4.46,70.0,2,2,2,3,474.0
100.0,12,5.15,20.0,4,1,1,1,645.0
89.0,3,3.13,52.59,1,2,2,2,429.0
150.0,14,2.26,66.83,3,2,2,3,590.0
94.0,3,5.26,75.0,6,3,3,3,989.25
135.0,10,0.62,56.5,1,2,2,2,385.0
77.0,16,4.65,30.3,1,1,1,1,250.0
242.0,5,3.63,98.9,5,5,5,4,895.0
200.0,15,3.69,34.0,6,2,2,1,1050.0
140.0,9,5.34,57.95,7,2,2,2,1410.0
230.0,11,4.89,88.04,6,3,3,4,1220.0
120.0,17,2.91,127.7,5,3,3,6,950.0
250.0,21,2.33,89.0,6,3,3,4,1160.0
150.0,16,3.23,90.0,3,3,3,4,600.0
334.8,9,4.51,93.0,6,3,3,4,1171.8
87.0,9,3.18,49.62,1,2,2,2,439.0
90.0,1,3.33,110.0,4,4,4,5,690.0
250.0,26,4.95,160.21,8,3,3,7,1800.0
60.0,7,4.0,24.0,1,1,1,1,310.0
130.0,6,4.4,61.0,4,3,3,3,680.0
70.0,1,2.04,59.0,1,3,3,2,416.0
160.0,5,7.23,47.5,4,2,2,2,680.0
210.0,9,3.7,110.0,6,4,4,5,1035.0
107.0,10,4.29,41.0,1,2,2,2,357.0
125.0,3,4.13,94.75,7,3,3,4,1413.6
180.0,9,1.71,78.0,5,3,3,3,820.0
110.0,6,5.13,92.0,4,3,3,4,759.0
120.0,10,6.87,62.5,5,2,2,3,885.0
170.0,17,4.23,96.0,4,3,3,4,745.0
120.0,11,2.23,75.6,3,4,4,3,582.0
160.0,5,4.24,66.0,4,2,2,3,690.0
250.0,12,6.9,78.0,7,3,3,3,1300.0
195.0,11,3.06,76.0,4,2,2,3,738.0
50.0,11,5.17,15.0,2,3,3,1,400.0
95.0,7,4.0,49.6,1,2,2,2,320.0
110.0,6,1.62,52.0,4,2,2,2,630.0
116.0,5,1.61,85.0,3,3,3,4,641.0
150.0,6,3.61,74.0,5,3,3,3,629.0
98.0,2,7.3,90.0,5,4,4,4,848.0
150.0,12,2.42,53.0,3,4,4,2,630.0
89.0,11,6.07,61.0,5,2,2,3,779.0
335.0,3,4.52,120.0,6,4,4,5,1235.0
270.0,16,4.28,109.0,8,4,4,5,1970.0
227.0,14,3.31,73.44,5,3,3,3,837.0
207.0,10,0.94,95.0,3,3,3,4,682.0
77.0,10,3.14,48.78,2,2,2,2,462.0
155.0,9,4.4,38.0,4,2,2,1,755.0
80.0,6,1.1,66.73,3,4,4,3,588.75
150.0,7,3.62,117.02,7,3,3,5,1565.94
235.0,22,3.97,100.44,6,4,4,4,1130.0
180.0,12,3.23,110.0,5,4,4,5,810.0
116.0,2,3.85,59.96,3,3,3,2,537.0
265.21,7,6.07,68.69,3,2,2,3,728.47
235.0,32,2.18,89.5,7,3,3,4,1284.0
195.0,10,3.73,92.3,6,3,3,4,1194.0
110.0,7,4.55,70.0,3,2,2,3,511.8
185.0,11,3.97,69.32,2,4,4,3,535.0
147.22,15,7.69,77.37,3,3,3,3,685.16
199.0,8,6.62,56.57,6,2,2,2,1105.0
159.0,8,1.66,64.0,1,2,2,3,468.0
100.0,10,3.21,56.0,2,2,2,2,410.0
124.0,8,1.89,61.48,1,3,3,3,389.0
26.18,8,6.25,32.73,1,1,1,1,360.0
150.0,14,4.15,58.0,3,2,2,2,643.0
55.0,6,0.69,79.5,3,3,3,3,500.0
133.0,4,3.57,62.0,2,3,3,3,568.0
129.0,9,3.61,81.47,6,3,3,4,1120.17
100.0,11,2.94,78.0,4,3,3,3,700.0
50.0,5,1.9,25.0,1,1,1,1,290.0
220.0,4,0.0,96.46,3,4,4,4,720.0
126.0,7,6.29,63.0,5,2,2,3,978.0
110.0,10,3.85,95.0,6,2,2,4,1100.0
120.0,8,4.66,68.0,6,2,2,3,980.0
210.0,1,2.67,83.72,6,3,3,4,1148.0
115.0,13,1.54,79.0,4,3,3,3,650.0
65.0,7,1.59,44.5,1,2,2,2,352.5
0.0,14,-1.14,35.0,5,2,2,1,800.0
100.0,7,2.08,39.86,2,2,2,1,460.0
140.0,9,6.76,64.0,3,2,2,3,679.0
0.0,10,5.77,78.0,7,2,2,3,1195.0
100.0,11,3.99,60.0,7,2,2,2,1200.0
130.0,9,4.32,51.0,4,2,2,2,700.0
150.0,7,1.85,67.0,2,3,3,3,525.0
112.0,6,4.8,59.12,3,3,3,2,662.0
46.0,6,4.56,40.49,3,2,2,1,593.0
109.0,4,1.8,72.58,3,2,2,3,676.0
140.0,13,2.03,70.32,2,4,4,3,495.0
100.0,31,5.0,87.0,7,3,3,4,1307.0
55.0,4,5.65,23.0,4,1,1,1,630.0
145.0,8,2.81,52.0,2,2,2,2,485.0
100.0,7,1.1,78.0,3,4,4,3,630.0
300.0,10,4.85,109.0,7,2,2,5,1560.0
113.2,24,3.51,74.0,2,3,3,3,498.0
120.0,13,2.28,59.8,2,2,2,2,551.0
280.0,20,4.19,162.0,8,4,4,7,2140.0
100.0,1,0.0,60.0,1,2,2,2,350.0
185.0,10,0.65,69.52,3,3,3,3,604.0
82.0,10,2.63,54.61,2,2,2,2,453.35
125.0,13,1.75,49.16,1,2,2,2,395.0
200.0,9,7.43,81.32,5,3,3,4,1000.0
184.0,6,0.75,74.0,1,3,3,3,480.0
136.75,1,2.45,75.0,2,3,3,3,534.93
227.0,30,3.29,133.53,7,4,4,6,1670.0
188.0,6,2.17,94.0,5,3,3,4,846.0
160.0,1,3.57,75.0,3,3,3,3,640.0
165.0,8,2.41,50.0,3,2,2,2,615.0
104.0,7,3.2,68.19,2,3,3,3,474.0
160.0,6,2.95,71.11,3,2,2,3,659.0
90.0,10,2.04,37.05,1,1,1,1,290.0
185.0,17,4.84,131.0,6,4,4,6,1105.0
60.0,12,0.79,56.93,1,2,2,2,386.0
50.0,8,1.37,54.42,3,2,2,2,592.0
70.0,7,3.21,71.0,3,2,2,3,580.0
120.0,6,2.7,24.0,2,1,1,1,520.0
138.0,7,1.98,50.0,2,2,2,2,467.0
80.0,14,7.53,102.0,5,4,4,5,870.0
60.0,1,0.0,56.03,1,2,2,2,325.0
88.0,5,2.08,59.3,1,3,3,2,463.0
135.0,11,4.02,68.0,2,3,3,3,475.0
245.0,3,0.63,62.27,4,3,3,3,769.22
160.0,20,5.95,56.47,3,2,2,2,625.0
250.8,6,1.21,114.0,5,4,4,5,1068.8
80.0,9,2.99,108.0,5,3,3,5,895.0
100.0,16,5.17,83.0,3,3,3,4,550.0
244.0,10,4.6,83.83,7,3,3,4,1249.0
130.0,12,2.54,49.29,2,2,2,2,460.0
57.48,4,2.47,25.08,2,1,1,1,428.46
115.0,4,1.13,49.31,1,2,2,2,371.41
200.0,3,4.12,101.0,6,4,4,5,1050.0
180.0,29,4.23,90.0,5,3,3,4,960.0
180.0,8,2.82,67.0,5,3,3,3,980.0
170.0,10,5.56,84.0,6,3,3,4,1160.0
260.0,15,5.13,97.0,7,3,3,4,1310.0
350.0,25,4.9,130.0,7,3,3,6,1700.0
101.0,9,4.32,44.0,2,1,1,2,430.0
150.0,13,4.02,92.0,6,3,3,4,1060.0
120.0,17,3.83,39.0,2,1,1,1,510.0
39.0,8,10.1,45.16,5,2,2,2,847.3
334.0,10,3.84,124.08,7,4,4,6,1669.0
140.0,4,0.0,51.0,2,2,2,2,445.0
110.0,12,4.76,100.0,5,3,3,4,820.0
205.0,13,4.41,64.32,3,3,3,3,695.0
195.0,14,2.57,97.72,3,5,5,4,625.0
160.0,5,4.53,67.0,6,2,2,3,970.0
160.0,10,5.28,66.0,5,3,3,3,810.0
229.0,4,4.94,67.0,7,2,2,3,1654.0
80.0,8,2.79,45.0,2,2,2,2,460.0
90.0,7,4.14,75.0,4,3,3,3,600.0
120.0,15,3.61,35.51,2,1,1,1,510.0
112.0,1,1.96,43.0,1,2,2,2,312.0
220.0,9,5.61,116.0,7,4,4,5,1499.0
230.0,9,2.94,80.0,4,3,3,3,830.0
280.0,5,4.57,112.0,6,4,4,5,1280.0
70.0,0,2.47,75.0,4,2,2,3,700.0
180.0,11,5.88,69.5,5,2,2,3,894.46
190.0,11,2.38,77.0,4,4,4,3,715.0
203.0,41,1.64,89.0,7,4,4,4,1403.0
180.0,2,1.23,57.0,2,2,2,2,529.0
130.0,34,5.32,80.0,6,4,4,3,1110.0
220.0,8,4.33,76.5,5,2,2,3,1020.0
75.0,9,4.02,28.75,1,1,1,1,275.0
80.0,11,4.26,63.0,5,2,2,3,780.0
138.0,11,3.14,50.0,2,2,2,2,553.0
190.0,2,1.89,80.2,2,3,3,3,590.0
102.0,9,0.0,51.04,1,2,2,2,357.0
75.0,15,0.36,34.12,1,1,1,1,265.0
116.0,5,2.54,58.0,2,2,2,2,465.0
145.0,26,7.32,90.04,7,3,3,4,1465.0
116.0,7,4.17,63.68,5,3,3,3,840.1
67.0,9,0.0,60.7,2,2,2,2,448.0
100.0,14,0.0,60.0,2,2,2,2,445.0
170.0,9,6.78,58.27,5,2,2,2,899.0
126.0,11,2.58,57.0,2,2,2,2,496.0
190.0,8,5.2,71.5,6,2,2,3,1250.0
55.24,10,0.18,58.15,1,3,3,2,439.03
120.0,15,5.69,54.3,5,2,2,2,750.0
148.39,6,1.85,78.1,5,3,3,3,812.24
165.0,12,4.19,54.15,1,3,3,2,445.0
170.0,9,3.86,64.76,2,3,3,3,526.0
56.0,3,2.88,47.0,1,2,2,2,362.0
0.0,19,6.87,70.0,7,3,3,3,1490.0
170.0,13,2.49,82.16,2,4,4,4,560.0
93.0,10,1.29,63.63,2,2,2,3,443.0
101.0,2,9.13,67.21,6,3,3,3,1149.0
120.0,10,10.28,95.5,7,3,3,4,1570.0
100.0,6,0.0,45.44,1,1,1,2,265.0
156.0,9,1.72,77.5,3,2,2,3,593.0
140.0,8,0.0,62.44,1,2,2,3,430.0
80.3,11,1.12,66.36,2,4,4,3,519.75
69.19,11,2.29,38.44,1,2,2,1,261.01
250.0,5,4.22,98.0,7,3,3,4,1740.0
110.0,12,4.62,70.17,3,3,3,3,580.0
232.5,15,1.92,93.8,4,3,3,4,820.5
200.0,22,1.67,84.37,5,4,4,4,835.0
0.0,26,6.03,67.0,8,2,2,3,1700.0
150.0,15,1.13,86.2,3,4,4,4,640.0
102.0,7,3.51,56.93,3,2,2,2,542.0
143.0,8,2.35,76.7,4,3,3,3,809.25
83.55,7,1.32,64.27,2,3,3,3,495.0
180.0,22,1.52,51.0,3,2,2,2,680.0
158.0,16,3.76,80.25,4,4,4,3,878.0
75.0,8,1.1,87.7,3,3,3,4,720.0
47.0,9,1.79,46.51,1,2,2,2,322.0
100.0,10,5.21,25.5,2,1,1,1,490.0
0.0,5,6.56,75.0,6,4,4,3,1000.0
60.0,4,2.51,40.0,1,2,2,1,230.0
150.0,21,2.86,160.0,7,5,5,7,1550.0
140.0,15,2.61,65.0,2,2,2,3,460.0
64.0,9,1.25,59.1,2,3,3,2,460.0
360.0,13,4.59,90.0,7,2,2,4,1460.0
66.71,4,4.62,16.0,1,1,1,1,350.0
150.0,5,0.8,63.0,2,2,2,3,500.0
170.0,6,1.72,58.29,1,3,3,2,462.0
95.0,25,1.74,45.0,2,2,2,2,445.0
105.0,4,2.7,63.73,4,3,3,3,723.96
233.0,10,3.74,77.0,3,4,4,3,728.0
73.0,7,2.61,32.5,3,1,1,1,479.0
224.0,19,2.94,74.0,5,2,2,3,915.0
110.0,8,7.58,67.2,5,2,2,3,750.0
150.0,11,0.36,61.52,1,2,2,3,394.0
149.0,12,4.38,67.58,4,3,3,3,689.0
220.0,14,5.1,89.51,6,3,3,4,1160.0
206.0,7,1.14,108.37,4,4,4,5,802.05
450.0,28,4.19,165.0,8,5,5,7,2300.0
100.0,14,1.69,87.0,3,2,2,4,600.0
100.0,10,5.48,58.54,3,2,2,2,586.0
142.0,7,5.03,59.28,6,2,2,2,1072.0
150.0,11,0.21,60.0,5,2,2,2,800.0
400.0,10,4.15,120.0,8,4,4,5,1950.0
190.0,12,4.15,63.78,3,2,2,3,630.0
120.0,8,0.0,54.16,1,2,2,2,390.0
85.0,8,4.0,34.0,3,1,1,1,535.0
31.23,17,5.26,31.23,1,1,1,1,341.04
136.0,7,1.52,68.18,3,2,2,3,585.0
116.0,7,1.3,89.19,5,4,4,4,899.0
90.0,6,4.61,27.0,1,1,1,1,270.0
200.0,12,5.68,63.02,6,2,2,3,1195.0
110.0,13,3.08,70.0,3,3,3,3,630.0
285.0,14,1.69,80.0,3,3,3,3,710.0
200.0,12,3.57,110.0,7,4,4,5,1345.0
141.0,14,1.1,61.17,2,3,3,3,478.0
140.0,11,4.03,61.0,4,2,2,3,660.0
75.0,9,4.68,41.01,5,1,1,2,737.0
260.0,7,4.64,102.0,7,4,4,5,1550.0
425.0,1,5.8,185.0,9,4,4,7,2875.0
176.0,8,3.38,64.0,5,2,2,3,880.0
120.0,5,2.08,58.0,1,3,3,2,410.0
157.0,2,4.62,60.0,2,3,3,2,469.0
400.0,20,5.09,89.9,7,2,2,4,1695.0
54.0,8,6.23,27.0,4,1,1,1,654.0
146.0,6,4.68,61.31,5,2,2,3,900.41
102.0,9,5.83,70.91,3,3,3,3,597.0
119.88,8,5.02,45.0,1,2,2,2,335.38
69.0,8,0.9,59.88,2,3,3,2,434.0
79.0,6,2.08,83.37,3,3,3,4,634.0
200.0,13,2.08,120.0,4,5,5,5,800.0
300.0,10,3.45,138.0,6,4,4,6,1128.0
100.0,22,3.17,135.0,6,4,4,6,1090.0
220.0,9,4.63,150.0,7,3,3,6,1720.0
100.0,11,0.0,40.0,1,2,2,1,315.0
120.0,6,4.65,127.0,5,3,3,6,915.0
180.0,4,5.08,75.0,7,2,2,3,1360.0
70.0,6,0.54,33.0,1,2,2,1,305.0
40.0,7,2.5,33.6,1,1,1,1,244.0
365.0,12,6.36,117.0,9,4,4,5,2465.0
65.0,5,4.56,47.0,1,1,1,2,365.0
290.24,7,5.22,67.14,5,2,2,3,899.0
110.0,9,7.09,50.0,6,2,2,2,1000.0
150.0,5,0.0,58.0,1,2,2,2,440.0
130.0,9,2.21,56.0,2,2,2,2,490.0
105.0,10,2.74,50.0,3,2,2,2,534.0
70.0,1,0.0,38.2,1,1,1,1,237.0
144.0,0,3.13,72.0,2,3,3,3,464.4
100.0,13,2.81,55.63,2,3,3,2,450.0
100.0,11,3.28,82.0,3,3,3,4,590.0
280.0,22,4.29,120.0,6,3,3,5,1180.0
110.0,10,3.17,52.0,1,2,2,2,410.0
120.0,15,3.85,56.56,1,2,2,2,380.0
150.0,2,2.98,83.0,5,3,3,4,976.0
280.0,6,5.18,90.0,7,3,3,4,1380.0
80.0,11,4.47,70.0,2,2,2,3,545.0
95.0,10,1.85,48.0,1,1,1,2,295.0
144.0,2,3.41,47.75,2,2,2,2,479.0
150.0,7,1.59,68.81,2,2,2,3,475.0
165.0,13,3.42,82.0,7,3,3,4,1287.0
270.0,19,2.67,102.0,6,3,3,5,1300.0
350.0,7,5.37,140.0,8,4,4,6,2150.0
120.0,8,1.26,54.71,2,2,2,2,450.0
81.0,14,1.96,40.0,1,2,2,1,325.0
90.0,1,1.52,21.0,1,1,1,1,345.0
105.0,8,4.11,57.0,3,2,2,2,635.0
120.0,10,2.14,58.0,2,2,2,2,450.0
95.0,0,4.23,100.0,5,3,3,4,795.0
130.0,9,2.56,49.0,2,2,2,2,515.0
155.0,11,6.52,35.6,4,1,1,1,760.0
80.0,11,1.91,62.5,2,2,2,3,550.0
94.06,3,3.78,47.03,4,1,1,2,658.06
140.0,13,3.6,62.0,4,2,2,3,680.0
110.0,7,2.94,70.0,3,3,3,3,654.0
90.0,9,5.21,35.0,4,2,2,1,690.0
170.0,13,4.12,108.0,5,3,3,5,920.0
110.0,10,0.2,55.0,1,2,2,2,396.0
110.0,9,5.88,65.0,5,3,3,3,860.0
80.0,15,0.39,36.37,1,1,1,1,230.0
120.0,6,6.76,81.8,4,4,4,4,838.96
108.0,6,3.64,65.14,3,3,3,3,629.0
0.0,9,1.9,73.0,7,2,2,3,1035.0
160.0,1,0.82,64.0,2,2,2,3,529.0
180.0,9,3.44,71.06,5,2,2,3,1081.0
300.0,13,5.05,113.0,6,3,3,5,1150.0
250.0,15,4.26,28.59,5,1,1,1,1045.0
70.0,11,5.09,80.0,3,3,3,3,630.0
235.0,11,6.82,87.84,6,3,3,4,1150.0
83.0,3,4.08,57.12,2,4,4,2,453.0
260.0,7,3.85,80.05,6,3,3,3,1110.0
130.0,10,1.92,62.5,2,3,3,3,433.0
150.0,5,2.57,70.0,7,2,2,3,1300.0
140.0,11,3.62,58.55,3,2,2,2,568.0
180.0,3,2.82,49.0,2,2,2,2,560.0
145.0,9,0.0,150.0,5,4,4,6,795.0
109.0,10,-0.19,49.36,1,2,2,2,398.0
82.0,7,3.75,53.75,3,2,2,2,597.38
130.65,9,2.72,70.0,3,3,3,3,550.65
180.0,14,4.01,82.0,5,2,2,4,970.0
101.0,2,2.33,50.71,1,2,2,2,391.0
190.0,4,2.47,120.0,5,3,3,5,980.0
220.0,24,8.7,137.5,9,4,4,6,2538.0
100.0,7,3.17,70.0,2,3,3,3,480.0
165.0,12,5.3,65.5,3,2,2,3,645.0
56.56,4,0.93,40.4,1,2,2,1,323.2
53.0,10,0.18,48.3,1,2,2,2,372.0
265.0,9,5.25,89.02,6,3,3,4,1250.0
212.0,13,3.81,79.51,6,3,3,3,1051.0
150.0,12,3.23,54.0,1,2,2,2,485.0
100.0,10,2.66,59.0,2,3,3,2,490.0
160.0,14,5.05,97.72,7,3,3,4,1443.0
47.0,9,2.16,58.0,2,2,2,2,426.0
270.0,26,3.57,125.0,4,3,3,6,820.0
120.0,21,7.21,52.28,5,2,2,2,883.86
50.0,1,3.35,47.61,1,1,1,2,371.86
150.0,4,4.05,75.25,5,2,2,3,800.0
186.0,9,-0.3,93.0,6,3,3,4,1116.0
160.0,1,0.0,72.0,3,3,3,3,592.0
86.0,9,0.0,69.74,1,4,4,3,538.0
140.0,3,5.8,56.4,2,2,2,2,535.0
0.0,28,4.4,70.0,7,3,3,3,1480.0
130.0,13,3.52,70.0,5,2,2,3,860.0
130.0,10,4.63,47.04,2,2,2,2,452.78
240.0,2,2.27,103.0,6,4,4,5,1193.0
110.0,11,3.06,85.0,2,3,3,4,350.0
222.75,9,2.76,81.0,5,3,3,4,951.75
143.0,7,6.58,74.16,4,3,3,3,799.28
136.0,4,3.74,78.02,4,3,3,3,726.0
450.0,18,6.8,150.0,7,5,5,6,1950.0
170.0,6,3.17,71.43,3,2,2,3,620.0
40.0,4,2.13,68.0,2,3,3,3,440.0
80.4,2,4.68,40.99,1,1,1,1,389.23
100.0,5,3.34,57.07,3,3,3,2,584.2
300.0,39,5.77,155.0,7,5,5,7,1687.25
52.0,9,-0.4,47.5,1,2,2,2,363.0
136.0,6,5.0,57.0,2,2,2,2,478.0
81.0,20,1.67,81.0,4,3,3,4,691.0
250.0,10,2.55,101.0,5,3,3,5,906.2
380.0,16,5.43,137.2,8,3,3,6,2013.0
0.0,28,6.9,74.0,8,2,2,3,1750.0
89.0,11,3.1,36.67,1,1,1,1,319.0
107.0,5,3.34,67.24,4,3,3,3,677.3
43.0,7,-1.82,32.1,1,1,1,1,298.0
120.0,17,2.31,72.0,3,4,4,3,673.0
300.0,1,6.17,130.0,9,3,3,6,3600.0
145.0,13,4.06,62.5,3,2,2,3,585.0
167.64,12,6.08,115.46,7,3,3,5,1610.89
78.8,1,2.17,68.3,2,4,4,3,461.28
170.0,4,0.59,63.0,4,2,2,3,735.0
200.0,17,4.48,68.45,3,3,3,3,685.0
94.0,5,0.74,49.0,2,2,2,2,397.0
50.0,2,1.52,59.9,1,3,3,2,419.5
120.0,13,3.81,63.0,6,2,2,3,1050.0
70.0,7,5.8,19.0,4,1,1,1,590.0
270.0,26,4.11,240.58,8,5,5,7,2100.0
158.2,14,2.81,79.09,3,3,3,3,728.3
90.0,14,3.85,32.0,1,1,1,1,360.0
200.0,12,4.21,84.0,6,3,3,4,1120.0
280.0,11,4.29,110.0,5,4,4,5,990.0
231.0,3,0.0,105.0,5,4,4,5,861.0
80.0,19,3.13,68.0,2,2,2,3,425.0
101.4,16,0.0,52.0,1,2,2,2,351.0
290.0,19,5.57,90.58,8,4,4,4,1800.0
105.0,6,0.72,49.1,1,2,2,2,305.0
140.0,2,3.2,64.0,5,3,3,3,798.0
180.0,16,4.22,71.0,4,2,2,3,775.0
51.0,1,2.04,43.5,1,2,2,2,307.0
75.0,15,4.62,35.0,1,2,2,1,324.0
175.0,3,1.75,67.1,2,3,3,3,540.0
150.0,19,5.22,105.0,6,3,3,5,980.0
290.0,8,2.15,117.0,5,4,4,5,950.0
141.0,4,3.51,63.57,2,3,3,3,491.0
171.0,4,3.2,117.0,7,4,4,5,1333.0
150.0,8,0.97,66.54,2,2,2,3,508.5
150.0,9,2.82,67.0,3,2,2,3,650.0
180.0,14,0.97,89.2,2,3,3,4,550.0
120.0,8,0.0,61.9,1,2,2,3,380.0
125.0,9,1.22,75.0,4,2,2,3,700.0
200.0,11,4.32,94.24,5,3,3,4,812.56
100.0,3,4.93,57.02,4,2,2,2,645.0
75.0,12,4.03,65.25,5,2,2,3,934.0
73.0,2,1.85,59.7,2,3,3,2,483.0
90.0,10,5.63,54.0,6,2,2,2,1030.0
120.0,3,1.51,93.5,2,3,3,4,495.0
95.0,6,0.19,39.1,1,1,1,1,290.0
135.0,4,0.56,59.0,2,3,3,2,489.0
90.0,1,4.41,65.51,3,3,3,3,525.0
220.0,12,4.69,123.1,6,4,4,6,1080.0
105.0,7,0.56,53.17,1,2,2,2,350.0
108.0,9,4.57,45.0,3,2,2,2,528.0
200.0,8,5.79,59.0,5,2,2,2,950.0
105.68,8,1.59,66.05,3,2,2,3,624.18
221.84,4,9.09,63.11,4,2,2,3,770.69
120.0,11,4.76,57.69,2,2,2,2,519.0
90.0,20,2.76,68.0,3,2,2,3,630.0
120.0,10,0.0,51.7,1,2,2,2,380.0
63.0,8,1.96,52.07,2,3,3,2,438.5
300.0,17,4.5,151.0,7,5,5,7,1575.0
180.0,8,4.18,68.5,5,2,2,3,965.0
75.92,13,-1.14,50.28,1,2,2,2,405.25
140.0,11,2.21,59.0,2,3,3,2,470.0
140.0,11,1.05,72.0,2,2,2,3,500.0
100.0,9,4.71,135.0,7,3,3,6,1445.0
210.0,7,6.86,75.0,6,3,3,3,1150.0
160.0,17,3.57,122.0,5,4,4,6,950.0
180.0,14,0.54,80.0,3,3,3,3,640.0
120.0,2,4.25,24.0,2,1,1,1,490.0
250.0,26,5.97,116.26,6,4,4,5,1120.0
200.0,24,3.68,100.0,6,3,3,4,1190.0
200.0,30,2.88,98.0,6,2,2,4,1050.0
86.0,8,3.38,58.87,3,4,4,2,559.39
100.0,14,0.0,46.0,1,2,2,2,338.0
95.0,7,3.75,37.5,3,1,1,1,505.0
90.0,15,0.36,50.0,1,1,1,2,370.0
200.0,11,4.16,81.0,5,3,3,4,980.0
250.0,12,4.64,93.0,7,3,3,4,1366.0
110.0,12,4.49,55.0,2,2,2,2,468.0
150.0,2,4.8,101.0,7,3,3,5,1525.0
220.0,6,6.67,77.45,4,3,3,3,820.0
330.0,20,5.24,103.5,8,4,4,5,1990.0
100.0,10,0.74,49.0,1,2,2,2,367.5
120.0,8,7.06,30.0,7,1,1,1,1335.0
190.0,1,6.56,104.0,4,4,4,5,790.0
112.0,10,2.04,50.94,1,2,2,2,326.0
113.0,4,3.24,51.51,2,3,3,2,510.66
151.0,13,6.92,60.0,6,2,2,2,1071.0
246.82,2,7.16,90.0,3,4,4,4,730.87
295.0,11,3.24,118.0,6,2,2,5,1180.0
135.0,2,3.45,57.0,3,2,2,2,630.0
340.0,12,3.85,157.0,8,4,4,7,1910.0
